date,category,price,volume,returns
2023-04-21,B,156.18,22626.0,-0.03350708524015407
2023-04-22,A,88.27,7495.0,-0.024176129193686727
2023-04-23,A,128.71,13938.0,0.021960591552345053
2023-04-24,B,104.88,27001.0,-0.008328330120148691
2023-04-25,A,96.98,26729.0,-0.021176059498760783
2023-04-26,C,108.65,12371.0,0.005589207289168594
2023-04-27,C,,23842.0,-0.009448248628620464
2023-04-28,C,102.21,36724.0,-0.008416433155510723
2023-04-29,B,91.83,32485.0,0.015786520513498065
2023-04-30,B,72.04,21001.0,-0.022234667178686933
2023-05-01,B,69.13,17431.0,-0.017107304253636643
2023-05-02,B,113.06,16079.0,0.004081599842977373
2023-05-03,A,94.47,27831.0,0.020388195814964108
2023-05-04,B,88.08,24283.0,0.025763206029796995
2023-05-05,A,100.17,30172.0,-0.01230123440723246
2023-05-06,B,115.9,23527.0,0.019747539338392957
2023-05-07,A,103.61,33169.0,-0.014682845869408177
2023-05-08,A,86.88,23093.0,0.037524186938136
2023-05-09,A,124.53,32609.0,-0.021675420508394567
2023-05-10,B,131.58,34044.0,0.02756957621583462
2023-05-11,A,109.89,14731.0,-0.012129722136374477
2023-05-12,D,119.47,8918.0,0.04126492909589201
2023-05-13,B,,47655.0,0.012826414577049687
2023-05-14,A,122.6,25042.0,-0.019320330588164437
2023-05-15,B,112.28,9346.0,-0.009444769590850135
2023-05-16,A,111.97,15414.0,0.016623624104474835
2023-05-17,D,110.39,32400.0,0.02205288835231123
2023-05-18,B,78.05,19151.0,-0.0004143118344892521
2023-05-19,C,114.01,17051.0,0.0018931656192693281
2023-05-20,A,72.88,44375.0,0.016167060652881312
2023-05-21,B,84.11,13047.0,0.0036359685402163992
2023-05-22,B,126.07,14778.0,
2023-05-23,D,116.8,24481.0,-0.015259480492803613
2023-05-24,B,129.75,26775.0,
2023-05-25,B,94.57,28230.0,0.025309648329953874
2023-05-26,A,76.96,,0.033319648483240955
2023-05-27,A,95.19,24325.0,0.016590588415429007
2023-05-28,B,102.04,28132.0,0.0067458152207272755
2023-05-29,B,101.58,,0.015976277719649542
2023-05-30,A,122.67,22727.0,
2023-05-31,C,92.77,23243.0,-0.0020646192051642833
2023-06-01,C,107.04,24527.0,-0.015482614426789533
2023-06-02,A,80.23,32411.0,-0.02397485221415423
2023-06-03,B,109.01,29073.0,0.007670980232724099
2023-06-04,A,100.06,22518.0,0.004710266131694872
2023-06-05,B,85.0,14697.0,0.014753049690180257
2023-06-06,A,95.28,22784.0,0.011922236617848945
2023-06-07,B,,21720.0,0.00585288542647724
2023-06-08,C,94.6,24260.0,0.012132333313551086
2023-06-09,C,135.43,66387.0,0.00014633807545046736
2023-06-10,A,98.03,16951.0,0.009257827904448013
2023-06-11,D,95.12,27204.0,-0.013522888053727193
2023-06-12,A,58.05,37580.0,0.008394118512782602
2023-06-13,,82.12,23132.0,0.014368353705720188
2023-06-14,B,94.74,70892.0,-0.012393628561444062
2023-06-15,A,86.28,18232.0,0.002036641979856935
2023-06-16,C,127.63,25901.0,-0.011472050192587194
2023-06-17,C,96.7,14773.0,-0.009530133930322298
2023-06-18,A,125.77,18476.0,-0.021498587102043092
2023-06-19,D,101.23,24945.0,0.026315498503331113
2023-06-20,A,100.74,33629.0,0.022313703494400955
2023-06-21,B,98.22,25836.0,0.011748677084546744
2023-06-22,A,100.08,41338.0,0.04044391903887628
2023-06-23,D,134.38,21005.0,-0.002784913931367834
2023-06-24,A,,18655.0,0.06163524830221269
2023-06-25,A,59.97,85134.0,-0.003550588307264408
2023-06-26,B,89.14,26825.0,0.006103867035120328
2023-06-27,D,100.29,15371.0,-0.0069555582788041635
2023-06-28,C,,15566.0,0.0084465112012061
2023-06-29,C,109.46,13748.0,0.017712298557724892
2023-06-30,C,92.32,35181.0,-0.0012783278610616787
2023-07-01,C,120.38,18357.0,0.036534396942352415
2023-07-02,B,120.6,,0.0057829856926692146
2023-07-03,A,103.68,21338.0,0.006409707722203983
2023-07-04,C,119.25,31753.0,-0.01717995389027435
2023-07-05,B,105.45,14423.0,0.009369981491007689
2023-07-06,A,88.77,12864.0,-0.001680544416187312
2023-07-07,A,113.96,24640.0,-0.011164794586745738
2023-07-08,C,102.21,29746.0,-0.014529488162967279
2023-07-09,A,100.03,26010.0,0.0544352675951337
2023-07-10,D,129.46,14695.0,-0.004269545003580708
2023-07-11,A,50.98,30907.0,-0.028139708415625356
2023-07-12,A,71.65,15185.0,-0.01296442919465145
2023-07-13,C,76.26,16970.0,-3.135678952427188e-05
2023-07-14,A,92.73,13739.0,0.011933340652329701
2023-07-15,A,94.91,42217.0,0.012095930434506269
2023-07-16,B,69.85,,0.014532291035530508
2023-07-17,C,80.3,29806.0,-0.011897206132746592
2023-07-18,A,82.78,41093.0,0.007808808870030909
2023-07-19,A,149.15,89888.0,-0.01652118928221157
2023-07-20,C,136.03,9371.0,-0.011392859660280235
2023-07-21,D,91.77,15226.0,-0.01735417949000519
2023-07-22,B,92.73,16186.0,-0.02276777709196539
2023-07-23,A,,14394.0,0.022284189777160176
2023-07-24,A,61.84,12851.0,0.014772234019577755
2023-07-25,,97.66,18961.0,0.0205333073995626
2023-07-26,A,80.04,11988.0,0.0017862613204859264
2023-07-27,B,98.3,26043.0,0.01653615397730293
2023-07-28,A,68.0,22603.0,-0.0342257880928509
2023-07-29,B,84.76,28015.0,0.018261750360907103
2023-07-30,B,102.97,,0.004542396600100604
2023-07-31,B,107.32,29777.0,0.013542192002983313
2023-08-01,A,108.35,18275.0,0.008600465980972263
2023-08-02,C,73.59,63612.0,-0.018741103090737732
2023-08-03,C,117.09,,-0.028960795507820932
2023-08-04,C,84.0,8679.0,-0.013241083323659267
2023-08-05,A,112.66,13343.0,0.012298345625458243
2023-08-06,A,99.79,9225.0,0.01480182830350791
2023-08-07,D,72.47,22218.0,-0.026358845547637257
2023-08-08,A,93.68,20725.0,-0.01862198734936429
2023-08-09,A,107.31,17427.0,-0.013464713718816787
2023-08-10,B,112.26,60202.0,-0.006146101205336314
2023-08-11,B,97.18,28983.0,-0.026241016617053043
2023-08-12,D,130.64,31667.0,-0.02744103532280265
2023-08-13,A,120.15,13828.0,-0.015436705928151079
2023-08-14,D,94.87,13365.0,0.0027250767245001134
2023-08-15,A,115.0,22435.0,-0.022611886795069813
2023-08-16,B,138.68,24016.0,-0.0013160701994353223
2023-08-17,,139.21,8706.0,0.022171056322836308
2023-08-18,A,75.44,20127.0,-0.0250355947482702
2023-08-19,A,81.47,22181.0,-0.0031289151682107894
2023-08-20,B,129.7,19779.0,0.021495134675015452
2023-08-21,D,78.83,14666.0,-0.007365367807276187
2023-08-22,B,73.55,16818.0,-0.010473393817168379
2023-08-23,D,90.28,20162.0,0.024269916286129477
2023-08-24,C,108.4,23049.0,-0.0051240415794309565
2023-08-25,B,97.95,29803.0,0.023089900504111357
2023-08-26,C,86.99,37813.0,0.009579307822543976
2023-08-27,A,86.52,19012.0,-0.005856893058196735
2023-08-28,A,85.75,17534.0,0.010593810611950607
2023-08-29,C,82.41,27414.0,0.007408990276920756
2023-08-30,C,145.63,29894.0,0.02141765642004948
2023-08-31,A,105.95,17727.0,-0.00996691075730037
2023-09-01,,117.74,32702.0,0.0018241213356323938
2023-09-02,B,90.22,35946.0,-0.0002303135920927481
2023-09-03,C,96.28,42017.0,0.015082962832795695
2023-09-04,B,85.73,53592.0,-0.019503583888883513
2023-09-05,B,46.97,14282.0,0.021339540964757122
2023-09-06,A,72.44,22180.0,0.010326575443408332
2023-09-07,B,63.79,22151.0,-0.025338501472658925
2023-09-08,B,55.0,20972.0,0.025165256509610007
2023-09-09,C,76.09,15920.0,0.045681861615954625
2023-09-10,B,126.5,10479.0,0.021036679390988158
2023-09-11,A,99.11,23071.0,0.029539695344529385
2023-09-12,A,125.81,15000.0,0.002707427632051762
2023-09-13,C,108.22,22994.0,-0.0322300983947702
2023-09-14,C,115.65,14808.0,-0.0358824090233505
2023-09-15,A,81.98,12710.0,0.00610164087735517
2023-09-16,A,110.48,24764.0,-0.0108395761545996
2023-09-17,B,114.57,23752.0,-0.017291525566547027
2023-09-18,A,88.47,29426.0,-0.0002549336793735068
2023-09-19,C,111.19,65705.0,0.013311705757225765
2023-09-20,A,111.32,25302.0,-0.028055150935242943
2023-09-21,A,89.01,28072.0,-0.007977552405607696
2023-09-22,D,77.54,12851.0,0.031197413662406307
2023-09-23,A,76.32,11574.0,-0.020505767604427492
2023-09-24,A,101.73,48601.0,0.01839522374329913
2023-09-25,A,106.54,13880.0,-0.008694615230979877
2023-09-26,A,84.15,13069.0,0.011915875196999055
2023-09-27,A,100.53,21600.0,0.022946550144057345
2023-09-28,A,111.41,21055.0,0.015825635339700432
2023-09-29,A,112.36,14027.0,0.01918319204427753
2023-09-30,A,131.04,18911.0,-0.02203187066815912
2023-10-01,B,125.54,40728.0,0.023273194134825977
2023-10-02,B,79.97,14720.0,-0.016053862292696397
2023-10-03,A,133.67,10972.0,0.006190835311430768
2023-10-04,A,,35287.0,0.006164923739944538
2023-10-05,B,120.9,28173.0,0.01070245117739162
2023-10-06,,101.36,16151.0,0.007739133521203811
2023-10-07,C,91.76,9985.0,-0.01587619957049446
2023-10-08,A,63.85,15179.0,-0.025997348245914324
2023-10-09,A,96.57,21432.0,0.01844697359923537
2023-10-10,A,68.81,39451.0,0.004716691550378311
2023-10-11,A,119.35,13117.0,0.023987536819156358
2023-10-12,B,130.34,21115.0,0.00010534131624264037
2023-10-13,B,84.06,30870.0,-0.027103287213539207
2023-10-14,A,106.04,6696.0,0.020322593620082124
2023-10-15,A,85.49,36934.0,-0.006407412193222141
2023-10-16,B,87.43,12194.0,0.007840069148420423
2023-10-17,A,115.49,26003.0,-0.011949188569590385
2023-10-18,C,99.23,24917.0,0.033886034204673815
2023-10-19,A,134.79,37884.0,-0.01653129648366394
2023-10-20,D,90.36,,-0.005748595082123493
2023-10-21,A,119.99,6710.0,0.0031489740539463276
2023-10-22,C,101.95,14877.0,-0.020843646541739164
2023-10-23,D,115.92,23602.0,0.0076103905717519035
2023-10-24,D,91.06,19980.0,0.033238209549349806
2023-10-25,C,99.01,27967.0,-0.008809243213874208
2023-10-26,C,97.69,32685.0,0.00890285638063451
2023-10-27,B,83.28,29858.0,-0.053988707720771106
2023-10-28,C,113.24,19788.0,0.00022141599030318687
2023-10-29,A,113.0,8750.0,-0.0052608457185241075
2023-10-30,B,111.87,17540.0,-0.015369952048207697
2023-10-31,B,130.74,27124.0,0.022629009392570645
2023-11-01,C,128.99,,-0.005524873632476564
2023-11-02,B,92.5,30201.0,-0.0025495497418717493
2023-11-03,A,107.46,34689.0,-0.006543857495781423
2023-11-04,B,87.53,23468.0,-0.03733631743530153
2023-11-05,A,100.47,4760.0,-0.02163972880153922
2023-11-06,A,88.01,11625.0,0.020221869722404327
2023-11-07,B,132.4,56562.0,-0.041199012937599436
2023-11-08,B,107.27,16759.0,-0.014326306992314113
2023-11-09,A,95.64,,-0.006994401125795277
2023-11-10,A,123.87,40848.0,0.03587243734583131
2023-11-11,A,56.59,22174.0,0.01637207530992738
2023-11-12,,59.72,38271.0,-0.010143410541061992
2023-11-13,A,115.92,25297.0,0.027090273942311022
2023-11-14,B,101.21,,-0.013810316410022394
2023-11-15,A,105.01,26410.0,0.02118199607468011
2023-11-16,D,73.47,31217.0,-0.026177544918460312
2023-11-17,D,99.54,68783.0,0.022465156635783145
2023-11-18,B,140.07,35792.0,-0.007122672909419712
2023-11-19,,116.48,9994.0,-0.019570084818825394
2023-11-20,B,103.39,27538.0,-0.003342872261526281
2023-11-21,C,91.22,38977.0,0.006546883594404297
2023-11-22,B,92.11,40189.0,-0.008894968610514243
2023-11-23,C,57.42,17795.0,0.012079070119906474
2023-11-24,B,105.15,39437.0,-0.010659877673281349
2023-11-25,B,116.91,35026.0,0.01340744787862716
2023-11-26,A,68.49,,0.009844441240731992
2023-11-27,C,86.77,15138.0,-0.00021846109415870046
2023-11-28,A,76.85,17090.0,-0.007827646247318996
2023-11-29,B,80.69,18900.0,0.004030815915305323
2023-11-30,C,101.07,17238.0,0.012005074860673984
2023-12-01,A,58.31,14114.0,0.04223598305463217
2023-12-02,B,112.29,5533.0,0.01978840843596362
2023-12-03,A,115.08,17723.0,0.020519798996316826
2023-12-04,C,94.98,26494.0,0.06277024389720567
2023-12-05,A,50.39,17212.0,0.011319169535356884
2023-12-06,D,80.07,57970.0,0.010692870226234046
2023-12-07,A,124.66,22174.0,0.015080301486433082
2023-12-08,D,44.44,42003.0,-0.01917931955176506
2023-12-09,C,93.05,25102.0,-0.007878032728375124
2023-12-10,B,76.4,33296.0,-0.00912338533384668
2023-12-11,C,116.09,25326.0,0.013952279544391235
2023-12-12,C,86.5,43668.0,-0.0024834912444239737
2023-12-13,D,108.08,22651.0,0.003764468509486056
2023-12-14,A,111.31,28227.0,0.022749092402969292
2023-12-15,B,136.72,26454.0,0.018263014774082778
2023-12-16,A,95.94,19069.0,-0.0022344200608249406
2023-12-17,B,107.52,26970.0,-0.012399901937564448
2023-12-18,A,70.3,67318.0,0.023705494633063772
2023-12-19,B,123.81,19241.0,0.016477823618197315
2023-12-20,B,84.79,27166.0,-0.031125136365907642
2023-12-21,B,88.78,41311.0,-0.005263078778165616
2023-12-22,B,99.56,38953.0,0.004310309240335248
2023-12-23,C,68.74,22155.0,0.016576594342420627
2023-12-24,C,104.58,6689.0,0.019202029898795426
2023-12-25,B,119.35,28519.0,0.00667812002350947
2023-12-26,B,105.86,7260.0,0.012704950627177119
2023-12-27,D,68.22,45934.0,0.002282736047563073
2023-12-28,A,97.52,23974.0,-0.012477033763611214
2023-12-29,A,114.84,36309.0,-0.00422528782082508
2023-12-30,A,62.44,14029.0,0.0013798237328021654
2023-12-31,B,78.5,10134.0,0.00030641499962820256
2024-01-01,B,117.53,25093.0,-0.036711458088869414
2024-01-02,C,105.4,21659.0,-0.006949666698588624
2024-01-03,B,108.24,17226.0,0.0021241130617830374
2024-01-04,A,137.19,22978.0,-0.00462739983811402
2024-01-05,C,109.37,87879.0,-0.003936475910231715
2024-01-06,C,113.16,33431.0,0.010759827416091747
2024-01-07,A,154.21,37225.0,-0.020579143740972677
2024-01-08,A,95.72,33589.0,-0.031560844279024225
2024-01-09,A,84.04,46153.0,-0.005963395816733497
2024-01-10,A,108.56,20029.0,0.016282288110035792
2024-01-11,A,108.78,7884.0,0.03475106078973277
2024-01-12,D,89.47,20044.0,
2024-01-13,B,79.35,33053.0,-0.028365275197376943
2024-01-14,A,146.2,13562.0,-0.0036473447875354234
2024-01-15,C,106.54,20167.0,0.0061326876216305885
2024-01-16,B,85.35,15585.0,0.004551822338471844
2024-01-17,D,118.32,46677.0,0.01178609105885748
2024-01-18,C,97.82,32039.0,-0.017340978929215215
2024-01-19,B,94.94,30508.0,0.0022988617510148524
2024-01-20,A,111.25,30055.0,0.00940645659552258
2024-01-21,D,74.16,21620.0,0.01751341906607319
2024-01-22,C,107.05,24313.0,-0.01511436333225584
2024-01-23,D,138.26,12178.0,-0.00590313734485796
2024-01-24,A,,7381.0,-0.05307635360146681
2024-01-25,C,92.48,23742.0,-0.011429239351555483
2024-01-26,B,89.86,25899.0,-0.00948829785942086
2024-01-27,A,91.79,40321.0,-0.019391690163348862
2024-01-28,B,94.92,48323.0,0.0043122430046530335
2024-01-29,B,92.44,48290.0,-0.00011890864090536462
2024-01-30,A,118.33,13372.0,-0.04418427755155223
2024-01-31,,65.34,18469.0,
2024-02-01,C,117.24,28005.0,-0.01756648261578055
2024-02-02,A,92.41,78116.0,0.010713779183810303
2024-02-03,B,107.54,46168.0,-0.02463702495457331
2024-02-04,B,,38549.0,0.0016001307706188024
2024-02-05,A,126.57,18144.0,-0.004663266577730118
2024-02-06,D,124.91,14163.0,0.007062037699006607
2024-02-07,C,119.19,32677.0,0.003493945553026937
2024-02-08,,69.7,12703.0,-0.004103283500429089
2024-02-09,,116.58,19551.0,-0.029725446280884894
2024-02-10,C,108.1,20797.0,-0.02854415926922063
2024-02-11,A,,48847.0,-0.01067773878184438
2024-02-12,C,99.51,18446.0,0.0008344023214082606
2024-02-13,A,107.29,6505.0,-0.01116495894398234
2024-02-14,D,111.12,28345.0,0.013504238611589312
2024-02-15,B,103.55,15529.0,-0.004584418384233673
2024-02-16,B,105.82,22501.0,-0.018300254495590206
2024-02-17,A,129.47,21091.0,-0.004561925859758187
2024-02-18,C,124.52,19209.0,
2024-02-19,A,42.66,32701.0,0.007497694376491689
2024-02-20,A,93.65,10234.0,0.03856758263986259
2024-02-21,A,96.71,17008.0,-0.01237818680006839
2024-02-22,C,,31008.0,-0.0004695732318080077
2024-02-23,A,101.88,16203.0,0.009522478936388527
2024-02-24,D,124.98,9853.0,0.0005315408159836935
2024-02-25,B,78.27,30769.0,-0.009012362919773063
2024-02-26,A,106.73,38620.0,-0.02998514352688487
2024-02-27,A,81.68,21536.0,-0.009216691181060312
2024-02-28,A,86.56,8263.0,-0.02047404825435602
2024-02-29,B,129.55,31350.0,-0.03353213362247557
2024-03-01,C,89.15,9605.0,
2024-03-02,A,109.24,,-0.01994183441532909
2024-03-03,,62.58,14133.0,0.012675730905858964
2024-03-04,A,137.25,12333.0,0.013021836748285876
2024-03-05,C,112.05,17659.0,-0.017077585791617497
2024-03-06,D,96.35,20097.0,-0.004204572611262423
2024-03-07,C,111.51,15960.0,-0.03616485324225071
2024-03-08,B,71.8,29565.0,-0.008886799003653884
2024-03-09,C,123.65,17623.0,0.008979638014046911
2024-03-10,A,93.52,35957.0,0.017498757792282056
2024-03-11,A,95.92,,-0.013260941633826278
2024-03-12,A,90.17,,0.022037097210550395
2024-03-13,B,,14285.0,-0.029313838430269433
2024-03-14,C,113.89,9664.0,-0.02395255598287585
2024-03-15,B,105.12,25472.0,0.015193237312757527
2024-03-16,C,113.03,18447.0,0.034422424571264945
2024-03-17,A,99.82,6727.0,0.010868639763673908
2024-03-18,C,110.26,16850.0,0.00019315226931975154
2024-03-19,A,91.62,14037.0,-0.04290367493044417
2024-03-20,A,144.59,48428.0,-0.039448941120869586
2024-03-21,,68.64,9401.0,0.0035881907379173793
2024-03-22,D,125.22,10714.0,-0.006161253391423491
2024-03-23,B,127.36,38368.0,-0.02111670364304236
2024-03-24,A,82.96,43407.0,0.0023106516166010145
2024-03-25,B,144.59,15176.0,0.0033026273501561916
2024-03-26,A,119.91,16057.0,0.019888317370805455
2024-03-27,C,119.42,29974.0,0.0037320456602540158
2024-03-28,C,100.56,6880.0,0.02556788736668769
2024-03-29,A,95.66,8685.0,0.0011598805909762673
2024-03-30,A,95.81,19141.0,-0.001306699896146722
2024-03-31,A,107.81,47807.0,0.022286243724943647
2024-04-01,D,128.02,17714.0,-0.01856881760082869
2024-04-02,B,103.63,23166.0,0.05728894906532323
2024-04-03,C,81.77,38827.0,0.008505149563334716
2024-04-04,B,116.49,63161.0,0.008616585056753463
2024-04-05,B,118.42,16507.0,0.01150191947945195
2024-04-06,,113.09,21841.0,0.03854272950663285
2024-04-07,D,114.91,54777.0,0.016850148233452135
2024-04-08,A,94.58,10289.0,-0.031101119580078475
2024-04-09,,81.42,36819.0,0.02906940769535009
2024-04-10,B,82.64,13237.0,-0.005817931588900345
2024-04-11,B,67.29,23184.0,0.0031431014567864695
2024-04-12,D,104.74,19510.0,-0.02458507944350533
2024-04-13,A,98.33,,0.011524040362477915
2024-04-14,B,91.2,13473.0,-0.012027485801351046
2024-04-15,B,40.89,25291.0,0.003003392759869475
2024-04-16,B,75.05,36234.0,-0.00468198010721566
2024-04-17,A,122.42,20643.0,
2024-04-18,A,86.71,22812.0,0.04064520600291179
2024-04-19,A,107.21,29307.0,0.0019302634042948279
2024-04-20,A,72.19,13550.0,0.002279554227377095
2024-04-21,B,128.77,31883.0,-0.006468859326990302
2024-04-22,B,97.12,33178.0,0.023120125830055724
2024-04-23,,105.8,80968.0,-0.005578397406667543
2024-04-24,B,146.52,18250.0,-0.007426745492913987
2024-04-25,B,130.33,17517.0,0.020571857273299292
2024-04-26,A,93.87,32353.0,-0.009765981906332988
2024-04-27,B,88.14,33175.0,0.00024489931102938836
2024-04-28,A,93.49,16855.0,-0.030626215630219854
2024-04-29,A,110.2,18005.0,0.015083806902463338
2024-04-30,B,97.9,28870.0,0.03981733878363738
2024-05-01,B,92.1,14562.0,0.015424507455995839
2024-05-02,A,129.34,17939.0,0.0302359833509461
2024-05-03,B,97.72,23035.0,-0.015922042723546616
2024-05-04,B,145.99,36241.0,0.005726485640564014
2024-05-05,C,101.81,16280.0,-0.01786319848738779
2024-05-06,B,135.71,8767.0,-0.0035553109116268572
2024-05-07,B,107.15,8448.0,0.016444229547050097
2024-05-08,A,119.26,11734.0,0.0030364122620659727
2024-05-09,C,85.51,11423.0,-0.027252820452024432
2024-05-10,B,82.92,20387.0,-0.025300582110755067
2024-05-11,B,109.19,12155.0,-0.026623278629815474
2024-05-12,B,119.77,15500.0,0.010829051798791806
2024-05-13,A,100.81,14957.0,0.04227789071313336
2024-05-14,B,74.27,17672.0,0.028249164880004257
2024-05-15,C,72.79,42670.0,-0.036919703982921284
2024-05-16,C,71.46,30667.0,0.02942151876139568
2024-05-17,D,64.65,22204.0,0.019728008340292945
2024-05-18,B,102.19,17491.0,-0.029905998910575153
2024-05-19,B,122.5,17736.0,-0.00506403233420995
2024-05-20,C,99.73,25948.0,0.022910448229916194
2024-05-21,A,54.79,,0.012008670218695706
2024-05-22,C,96.18,13991.0,-0.025181901047759712
2024-05-23,B,96.74,22431.0,0.013214843115923885
2024-05-24,A,141.92,7975.0,
2024-05-25,A,70.86,24486.0,
2024-05-26,C,92.19,32243.0,0.023759135388000976
2024-05-27,A,134.12,19148.0,0.0013678843114263966
2024-05-28,A,109.0,54625.0,-0.008978750999238918
