date,category,price,volume,returns,log_price,rolling_return_mean_5,cat_A,cat_B,cat_C,cat_D
2023-04-05,A,129.08,52113,0.004984760824984785,4.868149645799501,0.000662154928129283,True,False,False,False
2023-04-06,B,90.87,25246,0.05043618152110939,4.520374534283375,0.012447442966827317,False,True,False,False
2023-04-07,A,,26631,0.0044101637203929865,,0.01581686666995074,True,False,False,False
2023-04-08,A,87.11,18873,-0.004801315478745035,4.4785860338786385,0.01591976151882175,True,False,False,False
2023-04-09,A,98.79,20202,0.0010826576530973218,4.603067977896221,0.011222489648167893,True,False,False,False
2023-04-10,D,78.56,35677,0.0061298395688708,4.3765114539857715,0.011451505396945096,False,False,False,True
2023-04-11,D,109.1,21673,0.009705079143421273,4.701389043728634,0.003305284921407472,False,False,False,True
2023-04-12,B,128.9,28719,0.04253422651718047,4.866764923676554,0.01093009748076497,False,True,False,False
2023-04-13,A,98.45,19970,-0.015906409299551373,4.599655005299981,0.008709078716603702,True,False,False,False
2023-04-14,D,96.06,18562,0.018180921163554714,4.57532934397707,0.01212873141869518,False,False,False,True
2023-04-15,C,77.71,10900,0.005155011952282477,4.3657702121543585,0.011933765895377516,False,False,True,False
2023-04-16,C,95.41,8193,-0.03042195485141235,4.568609930676289,0.003908359096410791,False,False,True,False
2023-04-17,B,68.14,19326,0.016413975641895267,4.236133434493478,-0.0013156910786462507,False,True,False,False
2023-04-18,A,81.74,22657,0.0263524712160781,4.4157031610332655,0.0071360850244796435,True,False,False,False
2023-04-19,A,104.54,11578,-0.016143528075548596,4.659090027977522,0.00027119517665898167,True,False,False,False
2023-04-20,D,126.38,21650,0.0008213226421605862,4.84717474494322,-0.0005955426853653965,False,False,False,True
2023-04-21,B,156.18,22626,-0.03350708524015407,5.057391645438029,-0.0012125687631137402,False,True,False,False
2023-04-22,A,88.27,7495,-0.024176129193686727,4.4916654851912705,-0.009330589730230139,True,False,False,False
2023-04-23,A,128.71,13938,0.021960591552345053,4.865301189352582,-0.010208965662976747,True,False,False,False
2023-04-24,B,104.88,27001,-0.008328330120148691,4.662306377358901,-0.008645926071896768,False,True,False,False
2023-04-25,A,96.98,26729,-0.021176059498760783,4.584763376210429,-0.01304540250008104,True,False,False,False
2023-04-26,C,108.65,12371,0.005589207289168594,4.697293474863897,-0.0052261439942165085,False,False,True,False
2023-04-27,C,,23842,-0.009448248628620464,,-0.002280567881203256,False,False,True,False
2023-04-28,C,102.21,36724,-0.008416433155510723,4.636765747577842,-0.00835597282277441,False,False,True,False
2023-04-29,B,91.83,32485,0.015786520513498065,4.530769863411841,-0.00353300269604506,False,True,False,False
2023-04-30,B,72.04,21001,-0.022234667178686933,4.291007236286713,-0.00374472423203029,False,True,False,False
2023-05-01,B,69.13,17431,-0.017107304253636643,4.250350662548819,-0.008284026540591339,False,True,False,False
2023-05-02,B,113.06,16079,0.004081599842977373,4.736724625728393,-0.005578056846271769,False,True,False,False
2023-05-03,A,94.47,27831,0.020388195814964108,4.558812062009942,0.00018286894782319624,True,False,False,False
2023-05-04,B,88.08,24283,0.025763206029796995,4.489534842389167,0.0021782060510829823,False,True,False,False
2023-05-05,A,100.17,30172,-0.01230123440723246,4.616802270217799,0.004164892605373878,True,False,False,False
2023-05-06,B,115.9,23527,0.019747539338392957,4.761318868478023,0.011535861323779798,False,True,False,False
2023-05-07,A,103.61,33169,-0.014682845869408177,4.650239149355669,0.0077829721813026855,True,False,False,False
2023-05-08,A,86.88,23093,0.037524186938136,4.47597224751641,0.011210170405937064,True,False,False,False
2023-05-09,A,124.53,32609,-0.021675420508394567,4.832544773830117,0.001722445098298752,True,False,False,False
2023-05-10,B,131.58,34044,0.02756957621583462,4.887186236813245,0.009696607222912167,False,True,False,False
2023-05-11,A,109.89,14731,-0.012129722136374477,4.708538718965125,0.003321154927958681,True,False,False,False
2023-05-12,D,119.47,8918,0.04126492909589201,4.791400759278761,0.01451070992101872,False,False,False,True
2023-05-13,B,,47655,0.012826414577049687,,0.009571155448801456,False,True,False,False
2023-05-14,A,122.6,25042,-0.019320330588164437,4.817050545023591,0.010042173432847483,True,False,False,False
2023-05-15,B,112.28,9346,-0.009444769590850135,4.729862629945409,0.0026393042715105314,False,True,False,False
2023-05-16,A,111.97,15414,0.016623624104474835,4.7271222967388375,0.008389973519680394,True,False,False,False
2023-05-17,D,110.39,32400,0.02205288835231123,4.713037556857098,0.004547565370964238,False,False,False,True
2023-05-18,B,78.05,19151,-0.0004143118344892521,4.370080563655481,0.0018994200886564498,False,True,False,False
2023-05-19,C,114.01,17051,0.0018931656192693281,4.74501908110449,0.006142119330143203,False,False,True,False
2023-05-20,A,72.88,44375,0.016167060652881312,4.302442155331039,0.011264485378889494,True,False,False,False
2023-05-21,B,84.11,13047,0.0036359685402163992,4.4439445374888695,0.008666954266037806,False,True,False,False
2023-05-22,B,126.07,14778,-0.024870097186767515,4.844738115716443,-0.0007176428417779435,False,True,False,False
2023-05-23,D,116.8,24481,-0.015259480492803613,4.768988271217486,-0.0036866765734408155,False,False,False,True
2023-05-24,B,129.75,26775,0.005702398863033301,4.873287102945032,-0.002924829924688021,False,True,False,False
2023-05-25,B,94.57,28230,0.025309648329953874,4.559858963278089,-0.0010963123892735085,False,True,False,False
2023-05-26,A,76.96,34739,0.033319648483240955,4.35619587463936,0.004840423599331402,True,False,False,False
2023-05-27,A,95.19,24325,0.016590588415429007,4.566325402164524,0.013132560719770708,True,False,False,False
2023-05-28,B,102.04,28132,0.0067458152207272755,4.635117262356044,0.017533619862476885,False,True,False,False
2023-05-29,B,101.58,19348,0.015976277719649542,4.630642981961122,0.019588395633800132,False,True,False,False
2023-05-30,A,122.67,22727,-0.012335017004137114,4.817616727753966,0.012059462566981935,True,False,False,False
2023-05-31,C,92.77,23243,-0.0020646192051642833,4.540844975431534,0.004982609029300889,False,False,True,False
2023-06-01,C,107.04,24527,-0.015482614426789533,4.682501528924415,-0.0014320315391428199,False,False,True,False
2023-06-02,A,80.23,32411,-0.02397485221415423,4.397284637062863,-0.007576165026119121,True,False,False,False
2023-06-03,B,109.01,29073,0.007670980232724099,4.700571270751344,-0.00923722452350421,False,True,False,False
2023-06-04,A,100.06,22518,0.004710266131694872,4.615714399863762,-0.005828167896337813,True,False,False,False
2023-06-05,B,85.0,14697,0.014753049690180257,4.454347296253507,-0.002464634117268904,False,True,False,False
2023-06-06,A,95.28,22784,0.011922236617848945,4.567260612914871,0.003016336091658791,True,False,False,False
2023-06-07,B,,21720,0.00585288542647724,,0.008981883619785084,False,True,False,False
2023-06-08,C,94.6,24260,0.012132333313551086,4.560172820057356,0.009874154235950483,False,False,True,False
2023-06-09,C,135.43,66387,0.00014633807545046736,4.915811662574783,0.008961368624701602,False,False,True,False
2023-06-10,A,98.03,16951,0.009257827904448013,4.5954228345332115,0.007862324267555152,True,False,False,False
2023-06-11,D,95.12,27204,-0.013522888053727193,4.565597410868269,0.002773299333239926,False,False,False,True
2023-06-12,A,58.05,37580,0.008394118512782602,4.078384542643371,0.0032815459505009985,True,False,False,False
2023-06-13,A,82.12,23132,0.014368353705720188,4.420285346790972,0.0037287500289348184,True,False,False,False
2023-06-14,B,94.74,70892,-0.012393628561444062,4.561636183964363,0.0012207567015559122,False,True,False,False
2023-06-15,A,86.28,18232,0.002036641979856935,4.469121341524815,-0.00022348048336230333,True,False,False,False
2023-06-16,C,127.63,25901,-0.011472050192587194,4.856940066090624,0.0001866870888656967,False,False,True,False
2023-06-17,C,96.7,14773,-0.009530133930322298,4.581901559048737,-0.0033981633997552827,False,False,True,False
2023-06-18,A,125.77,18476,-0.021498587102043092,4.842374420950636,-0.01057155156130794,True,False,False,False
2023-06-19,D,101.23,24945,0.026315498503331113,4.627225176768922,-0.0028297261483529053,False,False,False,True
2023-06-20,A,100.74,33629,0.022313703494400955,4.622420539394619,0.0012256861545558995,True,False,False,False
2023-06-21,B,98.22,25836,0.011748677084546744,4.597339606872903,0.005869831609982687,False,True,False,False
2023-06-22,A,100.08,41338,0.04044391903887628,4.615912282519994,0.015864642203822405,True,False,False,False
2023-06-23,D,134.38,21005,-0.002784913931367834,4.908085639080461,0.019607376837957453,False,False,False,True
2023-06-24,A,,18655,0.06163524830221269,,0.02667132679773377,True,False,False,False
2023-06-25,A,59.97,85134,-0.003550588307264408,4.110381939919725,0.0214984684374007,True,False,False,False
2023-06-26,B,89.14,26825,0.006103867035120328,4.501364017262502,0.020369506427515414,False,True,False,False
2023-06-27,D,100.29,15371,-0.0069555582788041635,4.6179876896987055,0.010889610963979324,False,False,False,True
2023-06-28,C,,15566,0.0084465112012061,,0.013135895990494112,False,False,True,False
2023-06-29,C,109.46,13748,0.017712298557724892,4.704653464473042,0.004351306041596553,False,False,True,False
2023-06-30,C,92.32,35181,-0.0012783278610616787,4.536034447153229,0.004805758130837098,False,False,True,False
2023-07-01,C,120.38,18357,0.036534396942352415,4.798926120407709,0.010891864112283515,False,False,True,False
2023-07-02,B,120.6,23474,0.0057829856926692146,4.800736969532067,0.01343957290657819,False,True,False,False
2023-07-03,A,103.68,21338,0.006409707722203983,4.650908077661946,0.013032212210777768,True,False,False,False
2023-07-04,C,119.25,31753,-0.01717995389027435,4.78957290898587,0.006053761721177919,False,False,True,False
2023-07-05,B,105.45,14423,0.009369981491007689,4.667675391339489,0.008183423591591793,False,True,False,False
2023-07-06,A,88.77,12864,-0.001680544416187312,4.497250843768597,0.0005404353198838483,True,False,False,False
2023-07-07,A,113.96,24640,-0.011164794586745738,4.744584241770769,-0.0028491207359991424,True,False,False,False
2023-07-08,C,102.21,29746,-0.014529488162967279,4.636765747577842,-0.007036959913033394,False,False,True,False
2023-07-09,A,100.03,26010,0.0544352675951337,4.615417502439641,0.007286084384048215,True,False,False,False
2023-07-10,D,129.46,14695,-0.004269545003580708,4.87106666636795,0.004558179085130535,False,False,False,True
2023-07-11,A,50.98,30907,-0.028139708415625356,3.950859029213344,-0.0007336537147570731,True,False,False,False
2023-07-12,A,71.65,15185,-0.01296442919465145,4.285653390016292,-0.0010935806363382157,True,False,False,False
2023-07-13,C,76.26,16970,-3.135678952427188e-05,4.347176357238135,0.0018060456383503856,False,False,True,False
2023-07-14,A,92.73,13739,0.011933340652329701,4.540418308758395,-0.006694339750210415,True,False,False,False
2023-07-15,A,94.91,42217,0.012095930434506269,4.563410251739859,-0.003421244662593019,True,False,False,False
2023-07-16,B,69.85,30233,0.014532291035530508,4.260564966136689,0.005113155227638154,False,True,False,False
2023-07-17,C,80.3,29806,-0.011897206132746592,4.398146016553765,0.005326599840019127,False,False,True,False
2023-07-18,A,82.78,41093,0.007808808870030909,4.428194315518889,0.006894632971930162,True,False,False,False
2023-07-19,A,149.15,89888,-0.01652118928221157,5.011634794429339,0.0012037269850219078,True,False,False,False
2023-07-20,C,136.03,9371,-0.011392859660280235,4.920199879958109,-0.003494031033935393,False,False,True,False
2023-07-21,D,91.77,15226,-0.01735417949000519,4.5301233116651805,-0.009871325139042533,False,False,False,True
2023-07-22,B,92.73,16186,-0.02276777709196539,4.540418308758395,-0.012045439330886292,False,True,False,False
2023-07-23,A,,14394,0.022284189777160176,,-0.009150363149460439,True,False,False,False
2023-07-24,A,61.84,12851,0.014772234019577755,4.14059181338742,-0.002891678489102574,True,False,False,False
2023-07-25,A,97.66,18961,0.0205333073995626,4.5916795958055925,0.0034935549228659927,True,False,False,False
2023-07-26,A,80.04,11988,0.0017862613204859264,4.394942859940428,0.007321643084964216,True,False,False,False
2023-07-27,B,98.3,26043,0.01653615397730293,4.598145571051127,0.01518242929881788,False,True,False,False
2023-07-28,A,68.0,22603,-0.0342257880928509,4.23410650459726,0.003880433724815664,True,False,False,False
2023-07-29,B,84.76,28015,0.018261750360907103,4.451552697322492,0.004578336993081534,False,True,False,False
2023-07-30,B,102.97,28392,0.004542396600100604,4.644102395989878,0.0013801548331891357,False,True,False,False
2023-07-31,B,107.32,29777,0.013542192002983313,4.685089809163965,0.003731340969688613,False,True,False,False
2023-08-01,A,108.35,18275,0.008600465980972263,4.694553747122777,0.0021442033704224795,True,False,False,False
2023-08-02,C,73.59,63612,-0.018741103090737732,4.312006449967072,0.0052411403708451125,False,False,True,False
2023-08-03,C,117.09,24765,-0.028960795507820932,4.77144704561319,-0.004203368802900494,False,False,True,False
2023-08-04,C,84.0,8679,-0.013241083323659267,4.442651256490317,-0.007760064787652468,False,False,True,False
2023-08-05,A,112.66,13343,0.012298345625458243,4.733211535868976,-0.008008834063157482,True,False,False,False
2023-08-06,A,99.79,9225,0.01480182830350791,4.613039144366787,-0.006768561598650355,True,False,False,False
2023-08-07,D,72.47,22218,-0.026358845547637257,4.296877159632186,-0.008292110090030258,False,False,False,True
2023-08-08,A,93.68,20725,-0.01862198734936429,4.550502784645783,-0.00622434845833893,True,False,False,False
2023-08-09,A,107.31,17427,-0.013464713718816787,4.684997485847646,-0.006269074537370434,True,False,False,False
2023-08-10,B,112.26,60202,-0.006146101205336314,4.729686060685659,-0.009957963903529345,False,True,False,False
2023-08-11,B,97.18,28983,-0.026241016617053043,4.586802528629907,-0.018166532887641536,False,True,False,False
2023-08-12,D,130.64,31667,-0.02744103532280265,4.880070924075139,-0.018382970842674616,False,False,False,True
2023-08-13,A,120.15,13828,-0.015436705928151079,4.797029447262535,-0.017745914558431976,True,False,False,False
2023-08-14,D,94.87,13365,0.0027250767245001134,4.562993107088905,-0.014507956469768593,False,False,False,True
2023-08-15,A,115.0,22435,-0.022611886795069813,4.7535901911063645,-0.017801113587715293,True,False,False,False
2023-08-16,B,138.68,24016,-0.0013160701994353223,4.939354092091292,-0.012816124304191748,False,True,False,False
2023-08-17,B,139.21,8706,0.022171056322836308,4.94314129873304,-0.0028937059750639574,False,True,False,False
2023-08-18,A,75.44,20127,-0.0250355947482702,4.336506119372072,-0.004813483739087781,True,False,False,False
2023-08-19,A,81.47,22181,-0.0031289151682107894,4.4124345908452645,-0.005984282117629961,True,False,False,False
2023-08-20,B,129.7,19779,0.021495134675015452,4.872904620630176,0.002837122176387092,False,True,False,False
2023-08-21,D,78.83,14666,-0.007365367807276187,4.379899373657707,0.0016272626548189187,False,False,False,True
2023-08-22,B,73.55,16818,-0.010473393817168379,4.311470041210748,-0.004901627373182019,False,True,False,False
2023-08-23,D,90.28,20162,0.024269916286129477,4.51393170555382,0.004959474833697916,False,False,False,True
2023-08-24,C,108.4,23049,-0.0051240415794309565,4.695010889987881,0.004560449551453883,False,False,True,False
2023-08-25,B,97.95,29803,0.023089900504111357,4.594614672048575,0.0048794027172730636,False,True,False,False
2023-08-26,C,86.99,37813,0.009579307822543976,4.477223171657469,0.008268337843237097,False,False,True,False
2023-08-27,A,86.52,19012,-0.005856893058196735,4.471867338673671,0.009191637995031424,True,False,False,False
2023-08-28,A,85.75,17534,0.010593810611950607,4.4630304188269685,0.006456416860195652,True,False,False,False
2023-08-29,C,82.41,27414,0.007408990276920756,4.42376820625352,0.008963023231465994,False,False,True,False
2023-08-30,C,145.63,29894,0.02141765642004948,4.987912406988988,0.00862857441465362,False,False,True,False
2023-08-31,A,105.95,17727,-0.00996691075730037,4.672361435528415,0.0047193306986847506,True,False,False,False
2023-09-01,B,117.74,32702,0.0018241213356323938,4.776936228842529,0.006255533577450576,False,True,False,False
2023-09-02,B,90.22,35946,-0.0002303135920927481,4.5132741712835545,0.004090708736641904,False,True,False,False
2023-09-03,C,96.28,42017,0.015082962832795695,4.577593418217857,0.005625503247816892,False,False,True,False
2023-09-04,B,85.73,53592,-0.019503583888883513,4.462799844696365,-0.002558744813969707,False,True,False,False
2023-09-05,B,46.97,14282,0.021339540964757122,3.8705758155139725,0.0037025455304417914,False,True,False,False
2023-09-06,A,72.44,22180,0.010326575443408332,4.296468746312235,0.005403036351996978,True,False,False,False
2023-09-07,B,63.79,22151,-0.025338501472658925,4.171151270461865,0.0003813987758837435,False,True,False,False
2023-09-08,B,55.0,20972,0.025165256509610007,4.02535169073515,0.002397857511246606,False,True,False,False
2023-09-09,C,76.09,15920,0.045681861615954625,4.344973570471171,0.015434946612214234,False,False,True,False
2023-09-10,B,126.5,10479,0.021036679390988158,4.848116364598481,0.015374374297460441,False,True,False,False
2023-09-11,A,99.11,23071,0.029539695344529385,4.606269581431392,0.019216998277684652,True,False,False,False
2023-09-12,A,125.81,15000,0.002707427632051762,4.842689903246808,0.02482618409862679,True,False,False,False
2023-09-13,C,108.22,22994,-0.0322300983947702,4.693364196724008,0.013347113117750747,False,False,True,False
2023-09-14,C,115.65,14808,-0.0358824090233505,4.759177998467439,-0.0029657410101102772,False,False,True,False
2023-09-15,A,81.98,12710,0.00610164087735517,4.418599614904722,-0.0059527487128368745,True,False,False,False
2023-09-16,A,110.48,24764,-0.0108395761545996,4.713845202613747,-0.014028603012662672,True,False,False,False
2023-09-17,B,114.57,23752,-0.017291525566547027,4.74987640698735,-0.01802839365238243,False,True,False,False
2023-09-18,A,88.47,29426,-0.0002549336793735068,4.493903373559505,-0.01163336070930309,True,False,False,False
2023-09-19,C,111.19,65705,0.013311705757225765,4.720193862556873,-0.001794537753187838,False,False,True,False
2023-09-20,A,111.32,25302,-0.028055150935242943,4.721351940277501,-0.00862589611570746,True,False,False,False
2023-09-21,A,89.01,28072,-0.007977552405607696,4.499920775268994,-0.00805349136590908,True,False,False,False
2023-09-22,D,77.54,12851,0.031197413662406307,4.363608049149864,0.0016442964798815871,False,False,False,True
2023-09-23,A,76.32,11574,-0.020505767604427492,4.34795265434013,-0.0024058703051292097,True,False,False,False
2023-09-24,A,101.73,48601,0.01839522374329913,4.6321041872281725,-0.0013891667079145367,True,False,False,False
2023-09-25,A,106.54,13880,-0.008694615230979877,4.6778628713815325,0.0024829404329380763,True,False,False,False
2023-09-26,A,84.15,13069,0.011915875196999055,4.444414407108697,0.006461625953459426,True,False,False,False
2023-09-27,A,100.53,21600,0.022946550144057345,4.6203543213131315,0.0048114532497896345,True,False,False,False
2023-09-28,A,111.41,21055,0.015825635339700432,4.722152901473706,0.01207773383861522,True,False,False,False
2023-09-29,A,112.36,14027,0.01918319204427753,4.730568595382425,0.0122353274988109,True,False,False,False
